time,level,message,callsite,User
2021-12-02 00:40:32.1727,Info,Into GetMydata method,AuthApp.Controllers.MyController.GetMyData,
2021-12-02 00:40:32.5407,Info,Data fetched successfully,AuthApp.Controllers.MyController.GetMyData,
